"IBM Posto","Nome Posto","Data","Hora","Tipo","Bomba","Bico","Produto","Volume (L)","Valor a Receber","Desconto Posto","Desconto Shell","Creditos no Shellbox","Shell Box Clube","Valor Pago Cliente","Cod. Status Transacao","Status Transacao","ID Frentista","ID Transacao","ID do Produto","Payout Status","Pagamento ID 1","Parceiro","Codigo do Voucher","Nome da Campanha","Data de inicio da Transação","Categoria"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:18:04","Abastecimento","4","9","Gasolina Comum","53.49","R$ 331,10","R$ 5,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 325,75","3","Sucesso","B32809EED033236E","189829459","11","","99684510530","Mercado Pago","-","-","2025-01-18 11:17:45.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:16:15","Abastecimento","3","6","Gasolina Comum","2.43","R$ 15,04","R$ 0,24","R$ 1,43","R$ 0,00","R$ 0,00","R$ 13,37","3","Sucesso","B32809D538851035","189829153","11","","18304412x189829153x1737198936949","-","098cf8a3-d273-11ef-8a38-02b447a431dd","R$ 1.43 DE DESCONTO","2025-01-18 11:15:18.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:10:50","Abastecimento","3","5","Etanol Comum","28.64","R$ 120,00","R$ 2,86","R$ 0,00","R$ 0,00","R$ 0,00","R$ 117,14","3","Sucesso","B32809092EADBC7C","189828605","21","","-","-","-","-","2025-01-18 11:10:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:07:03","Abastecimento","6","19","Shell V-Power Gasolina","36.5","R$ 240,54","R$ 3,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 236,89","3","Sucesso","B32809EED033236E","189828130","12","","-","-","-","-","2025-01-18 11:06:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","07:54:55","Abastecimento","2","3","Etanol Comum","7.16","R$ 30,00","R$ 0,72","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,28","3","Sucesso","B32809EED033236E","189826754","21","","-","-","-","-","2025-01-18 10:54:33.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","07:22:19","Abastecimento","4","8","Etanol Comum","16.57","R$ 69,43","R$ 1,66","R$ 0,00","R$ 0,00","R$ 0,00","R$ 67,77","3","Sucesso","B32809EED033236E","189823471","21","","-","-","-","-","2025-01-18 10:20:45.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","07:00:35","Abastecimento","2","4","Gasolina Comum","38.79","R$ 240,11","R$ 3,88","R$ 0,00","R$ 0,00","R$ 0,00","R$ 236,23","3","Sucesso","B32809EED033236E","189821828","11","","99682105624","Mercado Pago","-","-","2025-01-18 10:00:00.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:56:12","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07EF3DA","189821565","21","","-","-","-","-","2025-01-18 09:55:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:46:23","Abastecimento","6","14","Etanol Comum","19.09","R$ 80,00","R$ 1,91","R$ 0,00","R$ 0,00","R$ 0,00","R$ 78,09","3","Sucesso","B32809EED07EF3DA","189820942","21","","7441005x189820942x1737193524742","-","-","-","2025-01-18 09:45:05.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:45:28","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,77","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED07EF3DA","189820911","11","","99682370150","Mercado Pago","-","-","2025-01-18 09:44:37.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:37:31","Abastecimento","6","14","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07EF3DA","189820487","21","","-","-","-","-","2025-01-18 09:37:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:34:03","Abastecimento","3","5","Etanol Comum","19.09","R$ 80,00","R$ 1,91","R$ 0,00","R$ 0,00","R$ 0,00","R$ 78,09","3","Sucesso","B32809EED07EF3DA","189820322","21","","-","-","-","-","2025-01-18 09:33:51.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:33:15","Abastecimento","1","2","Gasolina Comum","38.78","R$ 240,05","R$ 3,88","R$ 0,00","R$ 0,00","R$ 0,00","R$ 236,17","3","Sucesso","B32809EED07EF3DA","189820284","11","","-","-","-","-","2025-01-18 09:32:52.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","06:13:24","Abastecimento","3","5","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 3,29","R$ 94,32","3","Sucesso","B32809EED07EF3DA","189819336","21","","b97858b6-2193-45d5-904c-22b5a4c8ac24","-","-","-","2025-01-18 09:12:54.000 UTC","Nubank"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","05:24:30","Abastecimento","4","9","Gasolina Comum","11.31","R$ 70,00","R$ 1,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,87","3","Sucesso","B32809EED07EF3DA","189818143","11","","-","-","-","-","2025-01-18 08:23:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","04:36:07","Abastecimento","2","3","Etanol Comum","36.15","R$ 151,47","R$ 3,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,85","3","Sucesso","B3CF6CA31378AC02","189817581","21","","-","-","-","-","2025-01-18 07:35:45.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","01:17:22","Abastecimento","6","14","Etanol Comum","7.16","R$ 30,00","R$ 0,72","R$ 2,76","R$ 0,00","R$ 0,00","R$ 26,52","3","Sucesso","B32809099EBC19C9","189816248","21","","-","-","07811995-d273-11ef-8a38-02b447a431dd","R$ 2.76 DE DESCONTO","2025-01-18 04:16:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","00:58:08","Abastecimento","4","16","Shell V-Power Gasolina","7.59","R$ 50,00","R$ 0,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,24","3","Sucesso","B32809099EBC19C9","189815996","12","","-","-","-","-","2025-01-18 03:57:53.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","00:43:13","Abastecimento","5","11","Etanol Comum","35.8","R$ 150,00","R$ 3,58","R$ 0,00","R$ 0,00","R$ 0,00","R$ 146,42","3","Sucesso","B32809099EBC19C9","189815762","21","","-","-","-","-","2025-01-18 03:42:52.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","23:49:39","Abastecimento","1","2","Gasolina Comum","11.71","R$ 72,48","R$ 1,17","R$ 0,00","R$ 0,00","R$ 0,00","R$ 71,31","3","Sucesso","B32809099EBC19C9","189814697","11","","-","-","-","-","2025-01-18 02:49:25.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","23:46:44","Abastecimento","3","5","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B3CF6CA31378AC02","189814634","21","","-","-","-","-","2025-01-18 02:46:19.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","23:31:32","Abastecimento","4","8","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809099EBC19C9","189814260","21","","-","-","-","-","2025-01-18 02:31:15.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","23:18:02","Abastecimento","2","3","Etanol Comum","29.92","R$ 125,36","R$ 2,99","R$ 0,00","R$ 0,00","R$ 0,00","R$ 122,37","3","Sucesso","B3CF6CA31378AC02","189813774","21","","99670047804","Mercado Pago","-","-","2025-01-18 02:17:40.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","23:06:56","Abastecimento","3","6","Gasolina Comum","59.29","R$ 367,01","R$ 5,93","R$ 0,00","R$ 0,00","R$ 0,00","R$ 361,08","3","Sucesso","B32809099EBC19C9","189813322","11","","-","-","-","-","2025-01-18 02:05:49.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","22:49:18","Abastecimento","5","11","Etanol Comum","20.0","R$ 83,80","R$ 2,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 81,80","3","Sucesso","B32809EED07E1A38","189812583","21","","-","-","-","-","2025-01-18 01:49:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","22:39:47","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED07E1A38","189812084","11","","-","-","-","-","2025-01-18 01:39:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","22:29:33","Abastecimento","4","9","Gasolina Comum","32.31","R$ 200,00","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,77","3","Sucesso","B3CF6CA31378AC02","189811598","11","","-","-","-","-","2025-01-18 01:29:18.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","22:24:56","Abastecimento","5","12","Gasolina Comum","11.31","R$ 70,00","R$ 1,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,87","3","Sucesso","B32809EED07E1A38","189811321","11","","99666601414","Mercado Pago","-","-","2025-01-18 01:24:26.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","22:20:06","Abastecimento","1","1","Etanol Comum","16.23","R$ 68,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 66,38","3","Sucesso","B3CF6CA31378AC02","189811043","21","","-","-","-","-","2025-01-18 01:19:47.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","22:14:02","Abastecimento","6","14","Etanol Comum","31.03","R$ 130,02","R$ 3,10","R$ 0,00","R$ 0,00","R$ 0,00","R$ 126,92","3","Sucesso","B32809099EBC19C9","189810649","21","","99299955855","Mercado Pago","-","-","2025-01-18 01:13:40.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","21:29:58","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809099EBC19C9","189807295","21","","-","-","-","-","2025-01-18 00:29:43.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","21:14:51","Abastecimento","7","17","Shell Evolux Diesel S-10","39.38","R$ 243,76","R$ 3,94","R$ 5,91","R$ 0,00","R$ 0,00","R$ 233,91","3","Sucesso","B32809EED07E1A38","189805854","34","","-","-","076178ad-7a0b-4d1b-b21e-976b58e2adf2","AP-CRM-RET-2361","2025-01-18 00:14:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","21:12:55","Abastecimento","6","15","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809099EBC19C9","189805602","11","","99660608462","Mercado Pago","-","-","2025-01-18 00:12:01.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:57:04","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809099EBC19C9","189803970","21","","-","-","-","-","2025-01-17 23:56:51.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:49:14","Abastecimento","3","5","Etanol Comum","40.93","R$ 171,50","R$ 4,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 167,41","3","Sucesso","B32809D53885477E","189803069","21","","-","-","-","-","2025-01-17 23:48:56.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:46:15","Abastecimento","3","6","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED07E1A38","189802703","11","","-","-","-","-","2025-01-17 23:45:50.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:41:28","Abastecimento","6","15","Gasolina Comum","52.54","R$ 325,22","R$ 5,25","R$ 0,00","R$ 0,00","R$ 0,00","R$ 319,97","3","Sucesso","B32809EED07E1A38","189802143","11","","-","-","-","-","2025-01-17 23:41:02.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:37:53","Abastecimento","4","9","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B32809D53885477E","189801730","11","","-","-","-","-","2025-01-17 23:37:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:28:43","Abastecimento","4","8","Etanol Comum","42.13","R$ 176,52","R$ 4,21","R$ 0,00","R$ 0,00","R$ 0,00","R$ 172,31","3","Sucesso","B32809D53885477E","189800489","21","","99290478475","Mercado Pago","-","-","2025-01-17 23:28:21.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:25:46","Abastecimento","3","5","Etanol Comum","25.0","R$ 104,75","R$ 2,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 102,25","3","Sucesso","B32809EED07E1A38","189800107","21","","-","-","-","-","2025-01-17 23:25:29.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:13:35","Abastecimento","1","1","Etanol Comum","23.66","R$ 99,14","R$ 2,37","R$ 3,52","R$ 0,00","R$ 0,00","R$ 93,25","3","Sucesso","B32809EED07ED77A","189798385","21","","-","-","0692e3cc-d273-11ef-8a38-02b447a431dd","R$ 3.52 DE DESCONTO","2025-01-17 23:12:56.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:11:53","Abastecimento","2","4","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B3CF6CA313787E3E","189798200","11","","-","-","-","-","2025-01-17 23:11:30.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:07:24","Abastecimento","2","4","Gasolina Comum","3.59","R$ 22,22","R$ 0,36","R$ 0,00","R$ 0,00","R$ 0,00","R$ 21,86","3","Sucesso","B32809D53885477E","189797448","11","","-","-","-","-","2025-01-17 23:06:52.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:04:33","Abastecimento","2","4","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED07E1A38","189797063","11","","99287952343","Mercado Pago","-","-","2025-01-17 23:04:17.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","20:02:05","Abastecimento","3","6","Gasolina Comum","11.31","R$ 70,00","R$ 1,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,87","3","Sucesso","B32809D53885477E","189796675","11","","-","-","-","-","2025-01-17 23:01:53.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:58:58","Abastecimento","2","4","Gasolina Comum","40.97","R$ 253,60","R$ 4,10","R$ 0,00","R$ 0,00","R$ 0,00","R$ 249,50","3","Sucesso","B32809EED07E1A38","189796172","11","","99286480019","Mercado Pago","-","-","2025-01-17 22:58:37.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:58:37","Abastecimento","7","17","Shell Evolux Diesel S-10","48.47","R$ 300,00","R$ 4,85","R$ 7,27","R$ 0,00","R$ 0,00","R$ 287,88","3","Sucesso","B3CF6CA313787E3E","189796052","34","","-","-","9441a608-f1d2-4c6b-b185-e2c294e3b0f7","AP-CRM-RET-2361","2025-01-17 22:57:44.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:57:48","Abastecimento","4","16","Shell V-Power Gasolina","15.17","R$ 100,00","R$ 1,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,48","3","Sucesso","B32809099EBC19C9","189796013","12","","1081509764","Mercado Pago","-","-","2025-01-17 22:57:25.000 UTC","Conta Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:52:51","Abastecimento","6","15","Gasolina Comum","37.44","R$ 231,75","R$ 3,74","R$ 0,00","R$ 0,00","R$ 17,14","R$ 210,87","3","Sucesso","B32809099EBC19C9","189795204","11","","-","-","-","-","2025-01-17 22:52:15.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:45:59","Abastecimento","2","10","Shell V-Power Gasolina","15.17","R$ 100,00","R$ 1,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,48","3","Sucesso","B32809099EBC19C9","189794153","12","","99651462472","Mercado Pago","-","-","2025-01-17 22:45:36.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:36:15","Abastecimento","3","5","Etanol Comum","34.9","R$ 146,23","R$ 3,49","R$ 0,00","R$ 0,00","R$ 0,00","R$ 142,74","3","Sucesso","B32809EED07E1A38","189792578","21","","-","-","-","-","2025-01-17 22:36:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:34:05","Abastecimento","5","11","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07ED77A","189792170","21","","-","-","-","-","2025-01-17 22:33:37.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:32:51","Abastecimento","2","3","Etanol Comum","42.56","R$ 178,33","R$ 4,26","R$ 0,00","R$ 0,00","R$ 0,00","R$ 174,07","3","Sucesso","B32809099EBC19C9","189791907","21","","-","-","-","-","2025-01-17 22:31:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:29:54","Abastecimento","5","18","Shell V-Power Gasolina","37.61","R$ 247,85","R$ 3,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 244,09","3","Sucesso","B32809D53885477E","189791477","12","","99649586900","Mercado Pago","-","-","2025-01-17 22:29:37.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:20:25","Abastecimento","6","15","Gasolina Comum","4.0","R$ 24,76","R$ 0,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 24,36","3","Sucesso","B32809D53885477E","189789435","11","","-","-","-","-","2025-01-17 22:18:04.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:19:43","Abastecimento","2","4","Gasolina Comum","34.54","R$ 213,80","R$ 3,45","R$ 0,00","R$ 0,00","R$ 17,14","R$ 193,21","3","Sucesso","B32809099EBC19C9","189789581","11","","-","-","-","-","2025-01-17 22:18:53.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","19:11:17","Abastecimento","1","2","Gasolina Comum","4.85","R$ 30,00","R$ 0,48","R$ 1,46","R$ 0,00","R$ 0,00","R$ 28,06","3","Sucesso","B32809EED07ED77A","189788069","11","","-","-","0974abcd-d273-11ef-8a38-02b447a431dd","R$ 1.46 DE DESCONTO","2025-01-17 22:10:48.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:56:34","Abastecimento","6","14","Etanol Comum","39.02","R$ 163,49","R$ 3,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 159,59","3","Sucesso","B32809099EBC19C9","189785427","21","","-","-","-","-","2025-01-17 21:56:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:41:51","Abastecimento","5","12","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B3CF6CA313787E3E","189782109","11","","-","-","-","-","2025-01-17 21:38:42.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:31:27","Abastecimento","5","11","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED07ED77A","189780605","21","","-","-","-","-","2025-01-17 21:31:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:30:31","Abastecimento","1","2","Gasolina Comum","10.79","R$ 66,79","R$ 1,08","R$ 10,80","R$ 0,00","R$ 0,00","R$ 54,91","3","Sucesso","B32809EED07E1A38","189780439","11","","99642669744","Mercado Pago","0333de5b-d273-11ef-8a38-02b447a431dd","R$ 10.8 DE DESCONTO","2025-01-17 21:30:04.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:11:52","Abastecimento","2","3","Etanol Comum","27.69","R$ 116,02","R$ 2,77","R$ 0,00","R$ 0,00","R$ 0,00","R$ 113,25","3","Sucesso","B32809D53885477E","189776518","21","","-","-","-","-","2025-01-17 21:10:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:06:23","Abastecimento","4","8","Etanol Comum","4.77","R$ 20,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,52","3","Sucesso","B32809EED07ED77A","189775498","21","","7e81c6a8-e2b9-42d3-a88d-348d3962b512","-","-","-","2025-01-17 21:06:07.000 UTC","Nubank"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:05:49","Abastecimento","6","14","Etanol Comum","40.44","R$ 169,44","R$ 4,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 165,40","3","Sucesso","B32809D53885477E","189775331","21","","-","-","-","-","2025-01-17 21:05:15.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:05:27","Abastecimento","5","12","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809D53885477E","189775322","11","","-","-","-","-","2025-01-17 21:05:12.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","18:01:46","Abastecimento","3","13","Shell V-Power Gasolina","7.59","R$ 50,00","R$ 0,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,24","3","Sucesso","B3CF6CA313787E3E","189774555","12","","99640506146","Mercado Pago","-","-","2025-01-17 21:01:23.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:57:57","Abastecimento","4","8","Etanol Comum","8.35","R$ 35,00","R$ 0,84","R$ 0,00","R$ 0,00","R$ 0,00","R$ 34,16","3","Sucesso","B32809EED07ED77A","189773523","21","","-","-","-","-","2025-01-17 20:56:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:51:50","Abastecimento","1","2","Gasolina Comum","10.0","R$ 61,90","R$ 1,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 60,90","3","Sucesso","B32809EED07ED77A","189772667","11","","-","-","-","-","2025-01-17 20:51:36.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:30:16","Abastecimento","2","4","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 3,50","R$ 0,00","R$ 0,00","R$ 45,69","3","Sucesso","B3CF6CA313787E3E","189768367","11","","-","-","069bc731-d273-11ef-8a38-02b447a431dd","R$ 3.5 DE DESCONTO","2025-01-17 20:29:56.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:29:29","Abastecimento","4","9","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 4,92","R$ 0,00","R$ 0,00","R$ 44,27","3","Sucesso","B32809EED07E1A38","189768231","11","","-","-","0544c758-d273-11ef-8a38-02b447a431dd","R$ 4.92 DE DESCONTO","2025-01-17 20:29:11.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:15:46","Abastecimento","1","2","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809092ED863D9","189765058","11","","-","-","-","-","2025-01-17 20:12:44.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:15:23","Abastecimento","3","6","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED07ED77A","189765508","11","","99634739726","Mercado Pago","-","-","2025-01-17 20:15:03.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","17:12:42","Abastecimento","4","9","Gasolina Comum","43.3","R$ 268,03","R$ 4,33","R$ 0,00","R$ 0,00","R$ 0,00","R$ 263,70","3","Sucesso","B32809EED07ED77A","189764885","11","","99634739164","Mercado Pago","-","-","2025-01-17 20:11:48.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:53:02","Abastecimento","1","2","Gasolina Comum","28.93","R$ 179,08","R$ 2,89","R$ 0,00","R$ 0,00","R$ 0,00","R$ 176,19","3","Sucesso","B3CF6CA313787E3E","189761699","11","","-","-","-","-","2025-01-17 19:52:41.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:48:32","Abastecimento","4","8","Etanol Comum","29.23","R$ 122,47","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 122,47","3","Sucesso","B3CF6CA313787E3E","189761031","21","-","45338150","-","-","-","2025-01-17 19:48:32.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:44:41","Abastecimento","3","6","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809D53885477E","189760352","11","","99265953895","Mercado Pago","-","-","2025-01-17 19:44:24.000 UTC","Cartão Mercado Pago"
